Date1,Order1,Product,Qty,LineTotal,Textbox19,Textbox20,Textbox24,Textbox25,Textbox29,Textbox30
"30 maja, 2012",SO46654,"Men's Bib-Shorts, M",1,"$53,99",14,"$389,92",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46654,"Long-Sleeve Logo Jersey, L",4,"$115,36",14,"$389,92",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46654,"Long-Sleeve Logo Jersey, M",1,"$28,84",14,"$389,92",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46654,"Women's Tights, S",2,"$89,99",14,"$389,92",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46654,AWC Logo Cap,4,"$20,75",14,"$389,92",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46654,"Women's Tights, L",1,"$44,99",14,"$389,92",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46655,"Full-Finger Gloves, L",8,"$182,35",13,"$287,66",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46655,"Full-Finger Gloves, M",3,"$68,38",13,"$287,66",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46655,"Half-Finger Gloves, S",1,"$14,13",13,"$287,66",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46655,"Full-Finger Gloves, S",1,"$22,79",13,"$287,66",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Full-Finger Gloves, M",9,"$205,15",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Long-Sleeve Logo Jersey, M",8,"$230,72",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Women's Tights, M",4,"$179,98",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Men's Sports Shorts, L",5,"$179,97",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Full-Finger Gloves, S",4,"$91,18",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,AWC Logo Cap,14,"$68,79",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Half-Finger Gloves, L",2,"$28,26",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Half-Finger Gloves, S",2,"$28,26",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Half-Finger Gloves, M",7,"$98,90",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Men's Bib-Shorts, L",2,"$107,99",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Full-Finger Gloves, L",8,"$182,35",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Long-Sleeve Logo Jersey, XL",3,"$86,52",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Women's Tights, S",10,"$449,94",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Men's Bib-Shorts, S",4,"$215,98",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Men's Sports Shorts, M",7,"$251,96",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Men's Sports Shorts, S",2,"$71,99",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Long-Sleeve Logo Jersey, L",14,"$382,50",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46657,"Women's Tights, L",15,"$587,73",120,"$3448,15",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46661,"Men's Sports Shorts, S",1,"$35,99",1,"$35,99",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Men's Bib-Shorts, M",9,"$485,95",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Women's Tights, S",5,"$224,97",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,AWC Logo Cap,6,"$31,12",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Women's Tights, M",1,"$44,99",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Men's Sports Shorts, M",8,"$287,95",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Women's Tights, L",12,"$511,49",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Half-Finger Gloves, M",4,"$56,52",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Men's Sports Shorts, S",3,"$107,98",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Long-Sleeve Logo Jersey, L",18,"$452,07",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Half-Finger Gloves, S",6,"$84,77",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Men's Bib-Shorts, S",6,"$323,96",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Long-Sleeve Logo Jersey, M",4,"$115,36",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Men's Bib-Shorts, L",4,"$215,98",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Men's Sports Shorts, L",5,"$179,97",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46662,"Long-Sleeve Logo Jersey, XL",5,"$144,20",96,"$3267,29",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46663,"Men's Bib-Shorts, M",1,"$53,99",16,"$449,10",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46663,AWC Logo Cap,5,"$25,93",16,"$449,10",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46663,"Women's Tights, S",4,"$179,98",16,"$449,10",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46663,"Women's Tights, L",1,"$44,99",16,"$449,10",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46663,"Long-Sleeve Logo Jersey, L",5,"$144,20",16,"$449,10",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46664,"Long-Sleeve Logo Jersey, XL",1,"$28,84",14,"$490,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46664,"Women's Tights, S",1,"$44,99",14,"$490,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46664,"Men's Bib-Shorts, M",5,"$269,97",14,"$490,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46664,"Long-Sleeve Logo Jersey, L",3,"$86,52",14,"$490,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46664,AWC Logo Cap,3,"$15,56",14,"$490,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46664,"Women's Tights, L",1,"$44,99",14,"$490,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46666,"Women's Tights, S",4,"$179,98",58,"$1965,58",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46666,"Men's Bib-Shorts, L",5,"$269,97",58,"$1965,58",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46666,"Long-Sleeve Logo Jersey, XL",4,"$115,36",58,"$1965,58",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46666,"Men's Sports Shorts, M",1,"$35,99",58,"$1965,58",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46666,AWC Logo Cap,11,"$54,05",58,"$1965,58",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46666,"Half-Finger Gloves, M",2,"$28,26",58,"$1965,58",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46666,"Men's Bib-Shorts, M",3,"$161,98",58,"$1965,58",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46666,"Long-Sleeve Logo Jersey, L",9,"$259,56",58,"$1965,58",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46666,"Long-Sleeve Logo Jersey, M",3,"$86,52",58,"$1965,58",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46666,"Women's Tights, L",10,"$449,94",58,"$1965,58",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46666,"Men's Bib-Shorts, S",6,"$323,96",58,"$1965,58",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46667,"Long-Sleeve Logo Jersey, M",1,"$28,84",1,"$28,84",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Men's Sports Shorts, L",3,"$107,98",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Women's Tights, L",12,"$511,49",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Half-Finger Gloves, L",4,"$56,52",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Women's Tights, S",8,"$359,95",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Men's Bib-Shorts, L",5,"$269,97",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Men's Sports Shorts, M",11,"$375,08",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Half-Finger Gloves, S",5,"$70,64",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Long-Sleeve Logo Jersey, L",6,"$173,04",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Men's Bib-Shorts, M",2,"$107,99",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Long-Sleeve Logo Jersey, M",8,"$230,72",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Half-Finger Gloves, M",5,"$70,64",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Men's Bib-Shorts, S",2,"$107,99",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,AWC Logo Cap,15,"$67,75",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Men's Sports Shorts, S",2,"$71,99",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Long-Sleeve Logo Jersey, XL",10,"$288,40",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46668,"Women's Tights, M",4,"$179,98",102,"$3050,14",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Half-Finger Gloves, S",5,"$70,64",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Women's Tights, S",6,"$269,96",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Men's Sports Shorts, S",6,"$215,96",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Long-Sleeve Logo Jersey, M",7,"$201,88",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Women's Tights, M",3,"$134,98",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,AWC Logo Cap,6,"$31,12",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Long-Sleeve Logo Jersey, L",13,"$355,18",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Men's Bib-Shorts, S",7,"$377,96",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Men's Bib-Shorts, M",4,"$215,98",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Half-Finger Gloves, M",5,"$70,64",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Men's Sports Shorts, L",5,"$179,97",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Women's Tights, L",10,"$449,94",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Half-Finger Gloves, L",4,"$56,52",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Men's Sports Shorts, M",3,"$107,98",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Long-Sleeve Logo Jersey, XL",4,"$115,36",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46669,"Men's Bib-Shorts, L",1,"$53,99",89,"$2908,08",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46670,"Men's Sports Shorts, L",1,"$35,99",1,"$35,99",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Men's Sports Shorts, S",2,"$71,99",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Long-Sleeve Logo Jersey, M",12,"$327,86",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Men's Bib-Shorts, S",6,"$323,96",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Women's Tights, L",7,"$314,96",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Half-Finger Gloves, M",7,"$98,90",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Men's Bib-Shorts, M",10,"$539,94",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,AWC Logo Cap,8,"$41,49",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Long-Sleeve Logo Jersey, XL",8,"$230,72",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Men's Bib-Shorts, L",2,"$107,99",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Women's Tights, S",17,"$666,10",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Half-Finger Gloves, S",1,"$14,13",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Men's Sports Shorts, L",2,"$71,99",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Men's Sports Shorts, M",9,"$323,95",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Half-Finger Gloves, L",3,"$42,39",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Long-Sleeve Logo Jersey, L",11,"$300,54",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46671,"Women's Tights, M",3,"$134,98",108,"$3611,88",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Men's Bib-Shorts, L",4,"$215,98",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Men's Sports Shorts, M",8,"$287,95",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Men's Bib-Shorts, M",6,"$323,96",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Men's Sports Shorts, L",2,"$71,99",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Half-Finger Gloves, L",1,"$14,13",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,AWC Logo Cap,15,"$67,75",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Half-Finger Gloves, M",2,"$28,26",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Women's Tights, S",14,"$596,74",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Women's Tights, M",2,"$89,99",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Men's Bib-Shorts, S",3,"$161,98",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Long-Sleeve Logo Jersey, XL",12,"$327,86",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Women's Tights, L",17,"$666,10",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Men's Sports Shorts, S",4,"$143,98",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Half-Finger Gloves, S",5,"$70,64",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46672,"Long-Sleeve Logo Jersey, M",13,"$355,18",108,"$3422,48",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46673,"Men's Bib-Shorts, M",6,"$323,96",93,"$2422,00",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46673,"Long-Sleeve Logo Jersey, L",6,"$173,04",93,"$2422,00",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46673,"Men's Bib-Shorts, L",4,"$215,98",93,"$2422,00",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46673,"Long-Sleeve Logo Jersey, M",4,"$115,36",93,"$2422,00",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46673,"Women's Tights, S",4,"$179,98",93,"$2422,00",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46673,"Full-Finger Gloves, L",35,"$598,34",93,"$2422,00",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46673,"Women's Tights, L",3,"$134,98",93,"$2422,00",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46673,"Full-Finger Gloves, M",18,"$357,30",93,"$2422,00",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46673,"Men's Sports Shorts, M",1,"$35,99",93,"$2422,00",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46673,AWC Logo Cap,4,"$20,75",93,"$2422,00",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46673,"Half-Finger Gloves, M",1,"$14,13",93,"$2422,00",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46673,"Long-Sleeve Logo Jersey, XL",5,"$144,20",93,"$2422,00",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46673,"Men's Bib-Shorts, S",2,"$107,99",93,"$2422,00",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46675,"Men's Bib-Shorts, M",4,"$215,98",24,"$977,87",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46675,"Women's Tights, S",11,"$468,87",24,"$977,87",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46675,"Long-Sleeve Logo Jersey, L",2,"$57,68",24,"$977,87",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46675,"Women's Tights, L",5,"$224,97",24,"$977,87",2455,"$73171,76",64569,"$1780769,91"
"30 maja, 2012",SO46675,AWC Logo Cap,2,"$10,37",24,"$977,87",2455,"$73171,76",64569,"$1780769,91"
"30 czerwca, 2012",SO46930,AWC Logo Cap,3,"$15,56",39,"$1186,68",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46930,"Long-Sleeve Logo Jersey, L",3,"$86,52",39,"$1186,68",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46930,"Full-Finger Gloves, L",12,"$259,12",39,"$1186,68",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46930,"Full-Finger Gloves, M",4,"$91,18",39,"$1186,68",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46930,"Men's Bib-Shorts, M",4,"$215,98",39,"$1186,68",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46930,"Women's Tights, S",6,"$269,96",39,"$1186,68",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46930,"Full-Finger Gloves, S",3,"$68,38",39,"$1186,68",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46930,"Women's Tights, L",4,"$179,98",39,"$1186,68",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46931,"Full-Finger Gloves, M",2,"$45,59",8,"$182,35",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46931,"Full-Finger Gloves, S",2,"$45,59",8,"$182,35",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46931,"Full-Finger Gloves, L",4,"$91,18",8,"$182,35",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46932,"Full-Finger Gloves, S",2,"$45,59",2,"$45,59",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46933,"Men's Bib-Shorts, L",3,"$161,98",3,"$161,98",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46935,"Men's Bib-Shorts, L",3,"$161,98",3,"$161,98",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46936,"Women's Tights, L",3,"$134,98",21,"$772,03",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46936,"Long-Sleeve Logo Jersey, M",2,"$57,68",21,"$772,03",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46936,"Long-Sleeve Logo Jersey, L",5,"$144,20",21,"$772,03",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46936,"Women's Tights, S",4,"$179,98",21,"$772,03",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46936,"Long-Sleeve Logo Jersey, XL",1,"$28,84",21,"$772,03",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46936,"Men's Bib-Shorts, M",4,"$215,98",21,"$772,03",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46936,AWC Logo Cap,2,"$10,37",21,"$772,03",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46938,"Full-Finger Gloves, S",2,"$45,59",14,"$319,12",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46938,"Full-Finger Gloves, M",8,"$182,35",14,"$319,12",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46938,"Full-Finger Gloves, L",4,"$91,18",14,"$319,12",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46940,"Men's Sports Shorts, M",2,"$71,99",48,"$1560,20",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46940,"Long-Sleeve Logo Jersey, L",11,"$300,54",48,"$1560,20",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46940,"Long-Sleeve Logo Jersey, M",3,"$86,52",48,"$1560,20",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46940,AWC Logo Cap,8,"$41,49",48,"$1560,20",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46940,"Long-Sleeve Logo Jersey, XL",3,"$86,52",48,"$1560,20",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46940,"Half-Finger Gloves, M",2,"$28,26",48,"$1560,20",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46940,"Women's Tights, L",3,"$134,98",48,"$1560,20",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46940,"Men's Bib-Shorts, S",3,"$161,98",48,"$1560,20",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46940,"Men's Bib-Shorts, L",4,"$215,98",48,"$1560,20",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46940,"Men's Bib-Shorts, M",3,"$161,98",48,"$1560,20",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46940,"Women's Tights, S",6,"$269,96",48,"$1560,20",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46941,"Full-Finger Gloves, S",1,"$22,79",5,"$113,97",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46941,"Full-Finger Gloves, M",4,"$91,18",5,"$113,97",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46942,"Women's Tights, L",4,"$179,98",18,"$636,17",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46942,"Men's Bib-Shorts, M",3,"$161,98",18,"$636,17",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46942,AWC Logo Cap,2,"$10,37",18,"$636,17",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46942,"Long-Sleeve Logo Jersey, L",2,"$57,68",18,"$636,17",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46942,"Women's Tights, S",3,"$134,98",18,"$636,17",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46942,"Full-Finger Gloves, L",4,"$91,18",18,"$636,17",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46944,"Full-Finger Gloves, M",5,"$113,97",26,"$576,74",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46944,"Full-Finger Gloves, L",16,"$317,60",26,"$576,74",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46944,"Full-Finger Gloves, S",4,"$91,18",26,"$576,74",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46944,"Men's Bib-Shorts, S",1,"$53,99",26,"$576,74",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46947,"Full-Finger Gloves, S",2,"$45,59",44,"$879,28",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46947,"Full-Finger Gloves, M",24,"$476,39",44,"$879,28",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46947,"Full-Finger Gloves, L",18,"$357,30",44,"$879,28",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46948,"Men's Sports Shorts, M",5,"$179,97",50,"$1611,86",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46948,"Long-Sleeve Logo Jersey, L",4,"$115,36",50,"$1611,86",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46948,AWC Logo Cap,7,"$36,31",50,"$1611,86",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46948,"Women's Tights, L",4,"$179,98",50,"$1611,86",3402,"$103232,55",64569,"$1780769,91"
"30 czerwca, 2012",SO46948,"Men's Bib-Shorts, L",2,"$107,99",50,"$1611,86",3402,"$103232,55",64569,"$1780769,91"
